Pestisit,Urun,MRL_Limiti,Buhar_Basinci_Ref_25C,Sicaklik_C,Sicaklik_Sinifi,Ucuculuk_Gosterge_Index,Ucuculuk_Sinifi,1ml_Saf_Madde_ppm,Uygulanan_Ilac_Miktari_ml,Tahmini_Kalinti_ppm,Etiket
Bifenthrin,Rape seed,0.05,0.01,22.7,0,-1.9856,Orta,1200.0,2.92,0.0494,0
Imidacloprid,Brussels sprouts,0.5,4e-07,20.4,0,-6.3015,Cok Dusuk (Kalici),1540.0,3.08,0.5931,1
Indoxacarb,"Lettuce, head",7.0,0.01,16.7,0,-1.9455,Orta,1200.0,360.16,6.281,0
Haloxyfop,Bean (dry),3.0,0.01,16.1,0,-1.9409,Orta,1200.0,230.75,3.0761,1
Benalaxyl,Tomato,0.2,0.01,34.0,1,-2.0617,Dusuk,1200.0,8.12,0.2189,1
Sulfoxaflor,Avocado,0.15,0.01,33.5,1,-2.0577,Dusuk,1200.0,2.13,0.1495,0
Methamidophos,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),1.0,0.01,24.4,0,-1.9968,Orta,1200.0,38.67,0.6577,0
Dicamba,Cotton seed,3.0,0.01,30.4,1,-2.0374,Dusuk,1200.0,74.22,4.3091,1
Lufenuron,Lime,0.4,0.01,23.6,0,-1.9918,Orta,1200.0,35.16,0.2397,0
Ethion,"Spices, seeds",3.0,0.01,19.8,0,-1.9658,Orta,1200.0,201.0,2.0965,0
Fenpropathrin,"Citrus oil, edible",100.0,0.01,30.8,1,-2.0397,Dusuk,1200.0,2010.25,123.4999,1
Tricyclazole,Edible offal (mammalian),0.1,0.01,17.4,0,-1.9501,Orta,1200.0,3.98,0.0642,0
Flupyradifurone,"Grape, dried (= Currants, Raisins and Sultanas)",8.0,0.01,32.6,1,-2.0519,Dusuk,1200.0,85.98,9.033,1
Methoxyfenozide,Sweet corn (corn-on-the-cob),0.02,0.01,18.2,0,-1.9554,Orta,1200.0,1.07,0.0257,1
Broflanilide,Mammalian fats (except milk fats),0.15,0.01,32.0,1,-2.0477,Dusuk,1200.0,6.23,0.1414,0
Triadimefon,Meat (from mammals other than marine mammals),0.02,0.01,15.5,0,-1.9372,Orta,1200.0,1.59,0.0284,1
Clethodim,Sugar beet,0.1,0.01,24.6,0,-1.9986,Orta,1200.0,6.86,0.118,1
MCPA,"Wheat, hay and/or straw",50.0,0.01,29.6,1,-2.0322,Dusuk,1200.0,2193.79,60.9849,1
Methomyl,Asparagus,2.0,0.01,20.5,0,-1.9707,Orta,1200.0,101.51,2.201,1
Tricyclazole,Eggs,0.01,0.01,30.7,1,-2.0391,Dusuk,1200.0,0.18,0.0099,0
Cyhalothrin (includes lambda-cyhalothrin),"Spices, fruits and berries",0.03,0.01,19.8,0,-1.9663,Orta,1200.0,1.96,0.0349,1
Dithiocarbamates,Longan,15.0,0.01,17.1,0,-1.9481,Orta,1200.0,1246.03,16.8966,1
Tebufenozide,Eggs,0.02,0.01,24.6,0,-1.9983,Orta,1200.0,0.44,0.0106,0
Benalaxyl,Potato,0.02,0.01,21.4,0,-1.9771,Orta,1200.0,0.69,0.0117,0
"2,4-D",Maize fodder (dry),40.0,0.01,33.1,1,-2.0556,Dusuk,1200.0,585.46,39.8295,0
"1,4-Dimethylnaphthalene",Mammalian fats (except milk fats),0.03,0.01,28.7,1,-2.026,Dusuk,1200.0,0.24,0.0194,0
Hexythiazox,"Tea, green, black (black, fermented and dried)",15.0,0.01,17.4,0,-1.9497,Orta,1200.0,463.19,10.0538,0
Cypermethrins (including alpha- and zeta- cypermethrin),"Wheat bran, unprocessed",5.0,0.01,29.9,1,-2.0342,Dusuk,1200.0,34.07,2.9968,0
Acetamiprid,Tree nuts (group),0.06,1e-06,20.8,0,-5.919,Cok Dusuk (Kalici),1330.0,0.13,0.036,0
Fenazaquin,Bush berries (subgroup),0.8,0.01,27.2,1,-2.0159,Dusuk,1200.0,11.53,1.0408,1
Pyriproxyfen,Mango,0.02,0.01,15.7,0,-1.9383,Orta,1200.0,2.36,0.0268,1
Disulfoton,"Barley, hay and/or straw",3.0,0.01,27.8,1,-2.0198,Dusuk,1200.0,28.77,2.7078,0
Pyrimethanil,"Lettuce, head",3.0,0.01,34.8,1,-2.0671,Dusuk,1200.0,52.77,3.3111,1
Bifenazate,Cotton seed,0.3,0.01,26.1,1,-2.0082,Dusuk,1200.0,4.82,0.3362,1
Bixafen,"Soya bean oil, refined",0.15,0.01,22.8,0,-1.9865,Orta,1200.0,6.34,0.1405,0
Broflanilide,"Maize, bran",0.002,0.01,18.2,0,-1.9557,Orta,1200.0,0.31,0.0019,0
Imazapic,Poultry meat,0.01,0.01,34.5,1,-2.0645,Dusuk,1200.0,0.07,0.0069,0
Fenamidone,"Poultry, edible offal of",0.01,0.01,19.9,0,-1.9669,Orta,1200.0,0.29,0.0065,0
Fenazaquin,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.4,0.01,17.3,0,-1.9495,Orta,1200.0,28.17,0.4488,1
Azoxystrobin,Pistachio nuts,1.0,0.01,30.0,1,-2.0344,Dusuk,1200.0,14.09,1.2538,1
Fluensulfone,"Lettuce, head",0.8,0.01,32.5,1,-2.0517,Dusuk,1200.0,12.97,0.4029,0
Isoflucypram,"Wheat, hay and/or straw",5.0,0.01,31.6,1,-2.0452,Dusuk,1200.0,87.28,7.4435,1
Glufosinate-Ammonium,Potato,0.1,0.01,21.4,0,-1.9772,Orta,1200.0,3.23,0.0706,0
Fenpyroximate,Tree nuts (group),0.05,0.01,25.0,0,-2.0008,Dusuk,1200.0,0.74,0.0268,0
Tioxazafen,Milks,0.02,0.01,21.1,0,-1.9746,Orta,1200.0,0.92,0.0118,0
Flupyradifurone,Prunes,3.0,0.01,23.5,0,-1.9906,Orta,1200.0,183.75,3.0422,1
Permethrin,"Radish, Japanese",0.1,0.01,15.4,0,-1.9363,Orta,1200.0,15.98,0.1317,1
Imazapic,Rice,0.05,0.01,26.8,1,-2.0129,Dusuk,1200.0,0.38,0.031,0
Thiamethoxam,Pineapple,0.01,0.01,20.1,0,-1.9678,Orta,1200.0,0.74,0.0116,1
Isoprothiolane,Milks,0.01,0.01,25.1,1,-2.0014,Dusuk,1200.0,0.1,0.0082,0
Kresoxim-Methyl,Turnip,0.05,0.01,24.3,0,-1.9966,Orta,1200.0,4.07,0.0325,0
Pyrimethanil,Apricot,3.0,0.01,30.4,1,-2.0371,Dusuk,1200.0,75.59,3.0246,1
Kresoxim-Methyl,Beetroot,0.05,0.01,32.3,1,-2.0499,Dusuk,1200.0,0.46,0.0461,0
Aldrin and Dieldrin,"Fruiting vegetables, cucurbits (group)",0.1,0.01,31.3,1,-2.0434,Dusuk,1200.0,2.69,0.1187,1
Fenpyrazamine,"Lettuce, leaf",1.5,0.01,30.0,1,-2.0343,Dusuk,1200.0,33.01,1.3882,0
Bifenthrin,"Raspberries, red, black",1.0,0.01,20.3,0,-1.9693,Orta,1200.0,81.71,1.0226,1
Folpet,Cucumber,1.0,0.01,19.1,0,-1.9616,Orta,1200.0,61.26,1.1936,1
Paraquat,"Fruiting vegetables, cucurbits (group)",0.02,0.01,30.3,1,-2.0366,Dusuk,1200.0,0.12,0.0126,0
Ethephon,"Wheat bran, unprocessed",1.5,0.01,20.6,0,-1.9715,Orta,1200.0,38.19,0.7666,0
Oxydemeton-Methyl,"Wheat, hay and/or straw",0.1,0.01,31.2,1,-2.0428,Dusuk,1200.0,0.82,0.0791,0
Aminopyralid,Edible offal (mammalian),0.05,0.01,20.1,0,-1.968,Orta,1200.0,3.23,0.0802,1
Clofentezine,Strawberry,2.0,0.01,33.8,1,-2.0598,Dusuk,1200.0,35.46,1.3219,0
Fenpyrazamine,Plums (including fresh prunes) (subgroup),2.0,0.01,32.1,1,-2.0484,Dusuk,1200.0,46.84,1.2478,0
Fluensulfone,Milks,0.01,0.01,16.5,0,-1.944,Orta,1200.0,1.14,0.0076,0
Bicyclopyrone,Meat (from mammals other than marine mammals),0.02,0.01,29.6,1,-2.0318,Dusuk,1200.0,0.35,0.0244,1
Clofentezine,"Poultry, edible offal of",0.05,0.01,23.8,0,-1.9927,Orta,1200.0,2.4,0.0253,0
Chlordane,Almonds,0.02,0.01,25.8,1,-2.0065,Dusuk,1200.0,0.87,0.0198,0
Propiconazole,Peaches (including apricots and nectarine) (subgroup),4.0,0.01,30.4,1,-2.0373,Dusuk,1200.0,117.49,4.538,1
Norflurazon,"Poultry, edible offal of",0.02,0.01,17.1,0,-1.948,Orta,1200.0,0.47,0.0114,0
Indoxacarb,Mammalian fats (except milk fats),2.0,0.01,23.1,0,-1.9884,Orta,1200.0,179.03,1.5887,0
Profenofos,Mango,0.2,0.01,29.7,1,-2.0325,Dusuk,1200.0,1.91,0.1972,0
Permethrin,Spring onion,0.5,0.01,28.4,1,-2.0238,Dusuk,1200.0,2.46,0.2452,0
Dimethomorph,"Hops, dry",80.0,0.01,23.6,0,-1.9918,Orta,1200.0,4432.99,93.5039,1
Azoxystrobin,Triticale,0.2,0.01,25.6,1,-2.0049,Dusuk,1200.0,2.38,0.1896,0
Chlormequat,Grapes,0.04,0.01,18.0,0,-1.9538,Orta,1200.0,2.96,0.0541,1
Permethrin,Common bean (pods and/or immature seeds),1.0,0.01,21.9,0,-1.9803,Orta,1200.0,56.12,0.6794,0
Penthiopyrad,"Poultry, edible offal of",0.03,0.01,32.4,1,-2.0506,Dusuk,1200.0,0.5,0.0267,0
Dinocap,"Fruiting vegetables, cucurbits (group)",0.05,0.01,32.6,1,-2.0521,Dusuk,1200.0,0.67,0.0547,1
Propamocarb,Meat (from mammals other than marine mammals),0.03,0.01,33.4,1,-2.0572,Dusuk,1200.0,0.85,0.0378,1
Cypermethrins (including alpha- and zeta- cypermethrin),Sweet corn (corn-on-the-cob),0.05,0.01,16.6,0,-1.9448,Orta,1200.0,3.97,0.0673,1
Fenvalerate,Milks,0.1,0.01,18.8,0,-1.9594,Orta,1200.0,7.16,0.1053,1
Fenpropimorph,Eggs,0.005,0.01,25.7,1,-2.0056,Dusuk,1200.0,0.1,0.0052,1
Quinclorac,Rape seed,0.15,0.01,22.7,0,-1.9859,Orta,1200.0,4.58,0.0889,0
Dimethomorph,Celery,15.0,0.01,21.2,0,-1.9754,Orta,1200.0,647.12,11.5129,0
Thiamethoxam,Banana,0.02,0.01,15.1,0,-1.9346,Orta,1200.0,0.88,0.0193,0
Cypermethrins (including alpha- and zeta- cypermethrin),"Ginseng, extracts",0.06,0.01,29.2,1,-2.0294,Dusuk,1200.0,0.51,0.0385,0
Etofenprox,Poultry meat,0.01,0.01,22.2,0,-1.9819,Orta,1200.0,0.89,0.0139,1
Cyflumetofen,"Nectarine, dried",2.0,0.01,22.8,0,-1.9864,Orta,1200.0,275.8,2.1287,1
Flutriafol,Peaches (including apricots and nectarine) (subgroup),0.6,0.01,27.6,1,-2.0186,Dusuk,1200.0,16.76,0.393,0
Isoxaflutole,Edible offal (mammalian),0.1,0.01,25.7,1,-2.0058,Dusuk,1200.0,1.29,0.0626,0
Dinotefuran,"Fruiting vegetables, cucurbits (group)",0.5,0.01,31.1,1,-2.042,Dusuk,1200.0,15.76,0.4186,0
Hexythiazox,Eggplant,0.1,0.01,25.9,1,-2.0071,Dusuk,1200.0,1.16,0.0928,0
Triadimenol,"Artichoke, globe",0.7,0.01,25.7,1,-2.0054,Dusuk,1200.0,17.13,0.474,0
Boscalid,Cereal grains (group),0.1,0.01,27.0,1,-2.0147,Dusuk,1200.0,0.68,0.0629,0
Piperonyl Butoxide,"Peppers chili, dried",20.0,0.01,27.6,1,-2.0186,Dusuk,1200.0,189.67,17.7515,0
Fluensulfone,Potato,0.8,0.01,27.3,1,-2.0162,Dusuk,1200.0,3.86,0.426,0
Cypermethrins (including alpha- and zeta- cypermethrin),Rye,2.0,0.01,21.1,0,-1.9745,Orta,1200.0,307.99,2.7994,1
Penconazole,Mammalian fats (except milk fats),0.05,0.01,15.5,0,-1.937,Orta,1200.0,3.17,0.0634,1
Trifloxystrobin,"Olive oil, virgin",0.9,0.01,34.0,1,-2.0612,Dusuk,1200.0,8.69,0.8425,0
Novaluron,Common bean (pods and/or immature seeds),0.7,0.01,23.7,0,-1.9924,Orta,1200.0,41.83,0.6146,0
Trifloxystrobin,Cane berries (subgroup),3.0,0.01,18.3,0,-1.9562,Orta,1200.0,510.17,4.1227,1
Omethoate,Tomato,0.01,0.01,22.3,0,-1.9829,Orta,1200.0,1.18,0.0134,1
Kresoxim-Methyl,"Wheat, similar grains, and pseudocereals without husks (subgroup)",0.05,0.01,29.4,1,-2.0307,Dusuk,1200.0,0.92,0.0493,0
Dimethomorph,Pineapple,0.01,0.01,17.3,0,-1.9492,Orta,1200.0,0.49,0.0068,0
Bixafen,Maize,0.01,0.01,34.9,1,-2.0677,Dusuk,1200.0,0.17,0.0056,0
Phorate,"Maize oil, edible",0.02,0.01,28.3,1,-2.0232,Dusuk,1200.0,0.12,0.013,0
Parathion-Methyl,"Grape, dried (= Currants, Raisins and Sultanas)",1.0,0.01,29.9,1,-2.0341,Dusuk,1200.0,24.71,1.2033,1
Tolclofos-Methyl,Meat (from mammals other than marine mammals),0.01,0.01,20.1,0,-1.9678,Orta,1200.0,0.52,0.0123,1
Hexythiazox,Tomato,0.1,0.01,17.5,0,-1.9509,Orta,1200.0,16.96,0.1149,1
Flutriafol,Milks,0.01,0.01,27.5,1,-2.0177,Dusuk,1200.0,0.13,0.0059,0
Endosulfan,Cacao beans,0.2,0.01,19.7,0,-1.9654,Orta,1200.0,8.44,0.1545,0
Cyromazine,Eggs,0.3,0.01,17.4,0,-1.9498,Orta,1200.0,26.84,0.3957,1
Thiamethoxam,"Pea, hay and/or straw",0.3,0.01,31.2,1,-2.0427,Dusuk,1200.0,3.36,0.2784,0
Permethrin,Strawberry,1.0,0.01,33.0,1,-2.0547,Dusuk,1200.0,28.68,1.2846,1
Imidacloprid,Grapes,1.0,4e-07,17.8,0,-6.2468,Cok Dusuk (Kalici),1540.0,2.81,1.1017,1
Clofentezine,"Grape, dried (= Currants, Raisins and Sultanas)",2.0,0.01,34.9,1,-2.0677,Dusuk,1200.0,20.98,1.7663,0
Prothioconazole,Sweet corn fodder,15.0,0.01,16.0,0,-1.9404,Orta,1200.0,787.97,14.0014,0
Imazamox,"Soya bean, hay and/or straw",0.01,0.01,18.5,0,-1.9576,Orta,1200.0,0.58,0.0091,0
Spirotetramat,Carrot,0.04,0.01,33.2,1,-2.0559,Dusuk,1200.0,0.31,0.0224,0
Isoxaflutole,Mammalian fats (except milk fats),0.01,0.01,24.6,0,-1.998,Orta,1200.0,0.79,0.0096,0
Clothianidin,Grapes,0.7,0.01,25.5,1,-2.0045,Dusuk,1200.0,5.14,0.3851,0
Captan,Blueberries,20.0,0.01,22.1,0,-1.9816,Orta,1200.0,1001.43,21.5362,1
Isopyrazam,Peanut,0.01,0.01,26.6,1,-2.0116,Dusuk,1200.0,0.25,0.0138,1
Abamectin,Gherkin,0.03,2e-07,34.8,1,-6.9219,Cok Dusuk (Kalici),1160.0,0.11,0.03,0
Triadimenol,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),5.0,0.01,15.2,0,-1.9352,Orta,1200.0,250.09,5.1597,1
Trifloxystrobin,Eggplant,0.7,0.01,18.6,0,-1.9578,Orta,1200.0,32.46,0.3341,0
Propargite,Poultry meat,0.1,0.01,29.9,1,-2.034,Dusuk,1200.0,0.87,0.0812,0
Sulfuryl fluoride,"Bran, unprocessed of cereal grain (except buckwheat, cañihua and quinoa)",0.1,0.01,22.9,0,-1.9867,Orta,1200.0,18.25,0.144,1
Teflubenzuron,Cucumber,0.5,0.01,22.8,0,-1.986,Orta,1200.0,30.0,0.692,1
Fenamidone,Strawberry,0.04,0.01,15.5,0,-1.9373,Orta,1200.0,2.11,0.0502,1
Sulfoxaflor,Mango,0.3,0.01,22.2,0,-1.9822,Orta,1200.0,26.35,0.3618,1
Metaflumizone,Poultry fats,0.08,0.01,16.4,0,-1.9434,Orta,1200.0,8.4,0.1113,1
Azocyclotin,Grapes,0.3,0.01,25.9,1,-2.007,Dusuk,1200.0,2.51,0.1982,0
Bifenazate,Peppers chili,3.0,0.01,18.4,0,-1.9565,Orta,1200.0,306.73,4.775,1
Fenamiphos,Milks,0.005,0.01,28.0,1,-2.021,Dusuk,1200.0,0.09,0.0059,1
Trifloxystrobin,"Barley, hay and/or straw",7.0,0.01,32.4,1,-2.0504,Dusuk,1200.0,131.37,8.352,1
Quinclorac,Meat (from mammals other than marine mammals),0.05,0.01,34.2,1,-2.0625,Dusuk,1200.0,0.44,0.0407,0
Cyhexatin,Pear,0.2,0.01,16.9,0,-1.9465,Orta,1200.0,32.98,0.2036,1
Cyhalothrin (includes lambda-cyhalothrin),Nectarine,0.5,0.01,33.3,1,-2.0566,Dusuk,1200.0,5.31,0.5997,1
Penthiopyrad,Sweet corn (corn-on-the-cob),0.02,0.01,21.0,0,-1.9744,Orta,1200.0,2.73,0.0303,1
Clethodim,Milks,0.05,0.01,17.0,0,-1.9474,Orta,1200.0,8.07,0.053,1
Imidacloprid,Banana,0.05,4e-07,19.6,0,-6.2849,Cok Dusuk (Kalici),1540.0,0.3,0.0551,1
Tebuconazole,Cauliflower,0.05,0.01,24.1,0,-1.9947,Orta,1200.0,2.37,0.034,0
Aldicarb,"Barley, hay and/or straw",0.05,4.0,21.3,0,0.5948,Yuksek,1190.0,13.68,0.0764,1
Fenazaquin,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.4,0.01,27.9,1,-2.0208,Dusuk,1200.0,3.56,0.3424,0
Haloxyfop,Grapes,0.02,0.01,23.8,0,-1.993,Orta,1200.0,2.33,0.0267,1
Propargite,Orange juice,0.3,0.01,33.7,1,-2.0592,Dusuk,1200.0,4.0,0.3583,1
Phosmet,Blueberries,10.0,0.01,31.0,1,-2.0411,Dusuk,1200.0,208.99,7.4206,0
Quinclorac,Edible offal (mammalian),0.1,0.01,30.0,1,-2.0347,Dusuk,1200.0,0.6,0.0576,0
Fenpicoxamid,Milks,0.01,0.01,31.6,1,-2.0453,Dusuk,1200.0,0.06,0.0068,0
Trifloxystrobin,Corn salad,15.0,0.01,26.9,1,-2.0135,Dusuk,1200.0,231.04,15.8847,1
Ethephon,"Triticale, hay and/or straw",7.0,0.01,27.2,1,-2.0159,Dusuk,1200.0,102.74,7.398,1
Imazamox,"Wheat, hay and/or straw",0.05,0.01,31.3,1,-2.0435,Dusuk,1200.0,0.41,0.0309,0
Azoxystrobin,"Hops, dry",30.0,0.01,22.5,0,-1.9843,Orta,1200.0,2666.76,20.2155,0
Pirimicarb,Stone fruits (group),3.0,0.01,22.1,0,-1.9812,Orta,1200.0,161.14,2.679,0
Boscalid,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),5.0,0.01,23.8,0,-1.993,Orta,1200.0,586.9,4.7477,0
Methomyl,"Spices, fruits and berries",0.07,0.01,24.0,0,-1.9943,Orta,1200.0,3.52,0.075,1
Propargite,Edible offal (mammalian),0.1,0.01,34.0,1,-2.0616,Dusuk,1200.0,0.83,0.0811,0
Prothioconazole,Bush berries (subgroup),1.5,0.01,21.6,0,-1.9785,Orta,1200.0,100.81,1.9352,1
Pyrasulfotole,"Rye, hay and/or straw",0.8,0.01,25.6,1,-2.0048,Dusuk,1200.0,7.84,0.5093,0
Cyhalothrin (includes lambda-cyhalothrin),Cherries (subgroup),0.3,0.01,26.7,1,-2.0124,Dusuk,1200.0,2.47,0.2118,0
Bixafen,Sweet corn (corn on the cob) (kernels plus cob with husk removed),0.01,0.01,18.6,0,-1.9579,Orta,1200.0,0.84,0.0152,1
Flutriafol,Prunes,0.9,0.01,21.9,0,-1.98,Orta,1200.0,36.91,0.9099,1
Cycloxydim,Beetroot,0.2,0.01,20.1,0,-1.9681,Orta,1200.0,21.43,0.1352,0
Fenpicoxamid,"Wheat, hay and/or straw",30.0,0.01,15.8,0,-1.939,Orta,1200.0,1872.96,25.8037,0
Haloxyfop,Peanut fodder,5.0,0.01,33.7,1,-2.0593,Dusuk,1200.0,119.97,4.3365,0
Disulfoton,Sweet corn (kernels),0.02,0.01,26.5,1,-2.0108,Dusuk,1200.0,0.24,0.0193,0
Phosalone,"Spices, roots and rhizomes",3.0,0.01,17.2,0,-1.9484,Orta,1200.0,187.47,3.6163,1
Pirimiphos-Methyl,"Spices, fruits and berries",0.5,0.01,32.2,1,-2.0491,Dusuk,1200.0,4.54,0.2274,0
Endosulfan,"Kidney of cattle, goats, pigs and sheep",0.03,0.01,33.6,1,-2.0589,Dusuk,1200.0,0.43,0.0335,1
Propiconazole,Sugar cane,0.02,0.01,19.5,0,-1.9641,Orta,1200.0,0.96,0.0111,0
Dithiocarbamates,Longan,15.0,0.01,26.0,1,-2.0077,Dusuk,1200.0,160.68,13.0973,0
Malathion,Maize,0.05,0.01,16.9,0,-1.9469,Orta,1200.0,2.14,0.0458,0
Thiamethoxam,"Hops, dry",0.09,0.01,29.2,1,-2.0292,Dusuk,1200.0,2.24,0.0578,0
Fenpropathrin,"Peppers chili, dried",10.0,0.01,32.3,1,-2.0498,Dusuk,1200.0,181.19,10.4412,1
Azoxystrobin,Grapes,2.0,0.01,26.4,1,-2.0102,Dusuk,1200.0,25.39,2.6456,1
Paraquat,Table olives,0.1,0.01,29.6,1,-2.0318,Dusuk,1200.0,1.57,0.0917,0
Fenpyroximate,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.5,0.01,34.2,1,-2.0625,Dusuk,1200.0,14.96,0.5728,1
Carbaryl,Peppers chili,0.5,0.01,20.1,0,-1.968,Orta,1200.0,13.79,0.3023,0
Malathion,Peppers (subgroup),0.1,0.01,16.9,0,-1.9465,Orta,1200.0,10.48,0.0741,0
Pirimicarb,Pulses (group),0.2,0.01,21.9,0,-1.9802,Orta,1200.0,12.47,0.2345,1
Cyhalothrin (includes lambda-cyhalothrin),Triticale,0.05,0.01,16.2,0,-1.9418,Orta,1200.0,4.63,0.0648,1
Thiamethoxam,Almond hulls,2.0,0.01,24.0,0,-1.994,Orta,1200.0,206.3,3.0593,1
Pyraziflumid,Pear,1.5,0.01,16.4,0,-1.9435,Orta,1200.0,92.23,0.941,0
DDT,Milks,0.02,0.01,20.1,0,-1.9682,Orta,1200.0,0.89,0.0184,0
Fluensulfone,"Fruiting vegetables, other than cucurbits (group)",0.7,0.01,28.3,1,-2.0228,Dusuk,1200.0,3.52,0.3991,0
Cyfluthrin/beta-cyfluthrin,Potato,0.01,0.01,29.0,1,-2.028,Dusuk,1200.0,0.14,0.0066,0
Quintozene,Eggs,0.03,0.01,32.2,1,-2.049,Dusuk,1200.0,0.84,0.0218,0
Ametoctradin,Cucumber,0.4,0.01,29.5,1,-2.0314,Dusuk,1200.0,2.66,0.2712,0
Spinosad,Stone fruits (group),0.2,0.01,28.3,1,-2.0235,Dusuk,1200.0,2.9,0.2219,1
Azoxystrobin,Citrus fruits (group),15.0,0.01,29.1,1,-2.0286,Dusuk,1200.0,338.44,19.5207,1
Trifloxystrobin,Celery,1.0,0.01,18.7,0,-1.9589,Orta,1200.0,61.37,0.7011,0
Permethrin,"Soya bean, hay and/or straw",50.0,0.01,26.2,1,-2.0088,Dusuk,1200.0,619.05,29.2031,0
Carbendazim,Edible offal (mammalian),0.05,0.01,17.5,0,-1.9507,Orta,1200.0,5.02,0.06,1
Hexythiazox,Milks,0.05,0.01,16.5,0,-1.9442,Orta,1200.0,6.54,0.0629,1
Imazapyr,Eggs,0.01,0.01,19.4,0,-1.9635,Orta,1200.0,0.26,0.0058,0
Prochloraz,"Wheat bran, unprocessed",7.0,0.01,29.2,1,-2.0291,Dusuk,1200.0,46.64,4.7202,0
Maleic Hydrazide,Garlic,15.0,0.01,26.9,1,-2.0136,Dusuk,1200.0,390.29,11.4558,0
Cyhalothrin (includes lambda-cyhalothrin),Wheat,0.05,0.01,19.1,0,-1.9616,Orta,1200.0,4.21,0.042,0
Dimethomorph,Pineapple,0.01,0.01,24.6,0,-1.9987,Orta,1200.0,0.97,0.0083,0
Azinphos-Methyl,Spices,0.5,0.01,25.8,1,-2.0064,Dusuk,1200.0,2.52,0.272,0
Ethoprophos,Edible offal (mammalian),0.01,0.01,19.0,0,-1.9607,Orta,1200.0,0.91,0.0136,1
Flupyradifurone,Cherries (subgroup),2.0,0.01,30.7,1,-2.0392,Dusuk,1200.0,33.16,1.2234,0
Azoxystrobin,"Maize oil, edible",0.1,0.01,24.6,0,-1.9981,Orta,1200.0,5.45,0.11,1
Fenpropathrin,"Poultry, edible offal of",0.01,0.01,28.4,1,-2.0238,Dusuk,1200.0,0.09,0.0101,1
Azoxystrobin,Wheat,0.2,0.01,27.0,1,-2.0143,Dusuk,1200.0,2.86,0.1144,0
Thiacloprid,Melons (except watermelon),0.2,0.01,19.1,0,-1.9616,Orta,1200.0,17.09,0.3023,1
Spinosad,Legume vegetables (group),0.3,0.01,32.4,1,-2.0508,Dusuk,1200.0,6.16,0.3199,1
Spiropidion,Soya flour,5.0,0.01,17.7,0,-1.9521,Orta,1200.0,492.46,3.5503,0
Fenhexamid,"Lettuce, head",30.0,0.01,20.7,0,-1.9723,Orta,1200.0,4525.5,38.9918,1
Triadimefon,Meat (from mammals other than marine mammals),0.02,0.01,25.3,1,-2.0031,Dusuk,1200.0,0.42,0.0182,0
Chlormequat,Grapes,0.04,0.01,26.3,1,-2.0098,Dusuk,1200.0,0.62,0.0507,1
Folpet,"Grape, dried (= Currants, Raisins and Sultanas)",40.0,0.01,15.9,0,-1.9402,Orta,1200.0,2393.45,46.0555,1
Quinoxyfen,Poultry meat,0.02,0.01,20.6,0,-1.9715,Orta,1200.0,1.87,0.0257,1
Dichlorvos,Poultry fats,0.01,0.01,21.0,0,-1.9739,Orta,1200.0,0.28,0.0066,0
Flubendiamide,"Soya bean, hay and/or straw",60.0,0.01,33.0,1,-2.0544,Dusuk,1200.0,696.7,79.8068,1
Cypermethrins (including alpha- and zeta- cypermethrin),Tomato,0.2,0.01,20.7,0,-1.9719,Orta,1200.0,20.08,0.2759,1
Clethodim,Potato,0.5,0.01,27.3,1,-2.0165,Dusuk,1200.0,11.98,0.3433,0
Tebuconazole,Oats,2.0,0.01,20.7,0,-1.9722,Orta,1200.0,88.34,1.2183,0
Methoprene,"Wheat bran, unprocessed",25.0,0.01,34.7,1,-2.0658,Dusuk,1200.0,664.51,15.0577,0
Malathion,Maize,0.05,0.01,20.6,0,-1.9714,Orta,1200.0,3.35,0.0619,1
Imazapyr,Poultry meat,0.01,0.01,18.0,0,-1.9538,Orta,1200.0,1.28,0.0119,1
Quintozene,Tomato,0.02,0.01,31.3,1,-2.0436,Dusuk,1200.0,0.23,0.0245,1
Propamocarb,Leek,30.0,0.01,15.2,0,-1.9352,Orta,1200.0,818.82,17.1294,0
Clothianidin,Almond hulls,0.1,0.01,24.4,0,-1.9968,Orta,1200.0,3.11,0.0733,0
Sulfoxaflor,"Onion, bulb",0.01,0.01,31.9,1,-2.0476,Dusuk,1200.0,0.11,0.0075,0
Diphenylamine,Milks,0.01,0.01,20.3,0,-1.9693,Orta,1200.0,0.44,0.009,0
Boscalid,"Wheat, hay and/or straw",50.0,0.01,31.8,1,-2.0463,Dusuk,1200.0,568.08,62.0451,1
Dimethomorph,"Fruiting vegetables, other than cucurbits (group)",1.5,0.01,29.3,1,-2.0299,Dusuk,1200.0,13.2,1.4134,0
Imazalil,"Citrus pulp, dried",70.0,0.01,23.5,0,-1.9912,Orta,1200.0,14452.28,93.7149,1
Captan,Potato,0.05,0.01,18.5,0,-1.9573,Orta,1200.0,1.7,0.0258,0
Fenpyroximate,Eggplants (subgroup),0.3,0.01,31.7,1,-2.0461,Dusuk,1200.0,3.75,0.2387,0
